rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subj_code,success,question_order,task,correct_response,congruency,name,correct,slider_start,feedback_type,feedback,prev_feedback,prev_loss,prev_correct,prev_congruency,block_feedback_type,all_accuracy
724.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,486,2.1.0,477240,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
729.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,491,2.1.0,479297,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
508.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,496,2.1.0,481132,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
604.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,501,2.1.0,483081,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
597.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,506,2.1.0,485069,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
571.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,511,2.1.0,487101,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
645.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,516,2.1.0,489083,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
560.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,521,2.1.0,491083,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
448.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,526,2.1.0,493015,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
619.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,531,2.1.0,495133,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
436.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,536,2.1.0,496950,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
756.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,541,2.1.0,499044,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
496.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,546,2.1.0,500931,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
674.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,551,2.1.0,503102,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
768.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,556,2.1.0,505195,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
438.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,561,2.1.0,507046,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
599.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,566,2.1.0,508974,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
549.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,571,2.1.0,510974,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
478.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,576,2.1.0,512871,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
817.0,<span style='font-size: 35px;'>jobb</span>,n,html-keyboard-response,581,2.1.0,515157,Mchoho,,,probe,g,incongruent,horizontal_incon_1,0,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
813.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,586,2.1.0,517454,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,0,incongruent,random_punishment_random,0.9258333333333332
594.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,591,2.1.0,519363,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
761.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,596,2.1.0,521482,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
807.0,<span style='font-size: 35px;'>jobb</span>,j,html-keyboard-response,601,2.1.0,523600,Mchoho,,,probe,g,incongruent,horizontal_incon_1,0,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
559.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,606,2.1.0,525499,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,monetary_loss,1,0,incongruent,random_punishment_random,0.9258333333333332
719.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,611,2.1.0,527539,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
683.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,616,2.1.0,529579,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
654.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,621,2.1.0,531561,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
551.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,626,2.1.0,533459,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
475.0,<span style='font-size: 35px;'>bal</span>,g,html-keyboard-response,631,2.1.0,535379,Mchoho,,,probe,f,congruent,horizontal_con_1,0,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
990.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,636,2.1.0,537801,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,monetary_loss,1,0,congruent,random_punishment_random,0.9258333333333332
755.0,<span style='font-size: 35px;'>bal</span>,g,html-keyboard-response,641,2.1.0,539948,Mchoho,,,probe,f,incongruent,horizontal_incon_2,0,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
446.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,646,2.1.0,541798,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,neutral,0,0,incongruent,random_punishment_random,0.9258333333333332
557.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,651,2.1.0,543741,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
547.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,656,2.1.0,545587,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
608.0,<span style='font-size: 35px;'>jobb</span>,f,html-keyboard-response,661,2.1.0,547513,Mchoho,,,probe,g,congruent,horizontal_con_2,0,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
670.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,666,2.1.0,549566,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,0,congruent,random_punishment_random,0.9258333333333332
848.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,671,2.1.0,551908,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
592.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,676,2.1.0,553980,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
475.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,681,2.1.0,555814,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
424.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,686,2.1.0,557616,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
539.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,691,2.1.0,559503,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
410.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,696,2.1.0,561240,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
564.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,701,2.1.0,563215,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
755.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,706,2.1.0,565398,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
719.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,711,2.1.0,567554,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
693.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,716,2.1.0,569553,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
467.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,727,2.1.0,700944,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
450.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,732,2.1.0,702804,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
449.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,737,2.1.0,704597,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
595.0,<span style='font-size: 35px;'>fel</span>,n,html-keyboard-response,742,2.1.0,706506,Mchoho,,,probe,j,incongruent,vertical_incon_2,0,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
432.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,747,2.1.0,708278,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,0,incongruent,random_punishment_random,0.9258333333333332
489.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,752,2.1.0,710072,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
753.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,757,2.1.0,712222,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
524.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,762,2.1.0,714141,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
574.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,767,2.1.0,716105,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
406.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,772,2.1.0,718000,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
405.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,777,2.1.0,719743,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
485.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,782,2.1.0,721689,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
529.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,787,2.1.0,723559,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
482.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,792,2.1.0,725462,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
415.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,797,2.1.0,727273,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
544.0,<span style='font-size: 35px;'>le</span>,j,html-keyboard-response,802,2.1.0,729160,Mchoho,,,probe,n,congruent,vertical_con_1,0,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
838.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,807,2.1.0,731461,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,0,congruent,random_punishment_random,0.9258333333333332
509.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,812,2.1.0,733419,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
412.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,817,2.1.0,735227,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
535.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,822,2.1.0,737113,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
552.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,827,2.1.0,739111,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
639.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,832,2.1.0,741056,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
709.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,837,2.1.0,743258,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
409.0,<span style='font-size: 35px;'>le</span>,j,html-keyboard-response,842,2.1.0,745069,Mchoho,,,probe,n,incongruent,vertical_incon_1,0,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
463.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,847,2.1.0,746905,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,0,incongruent,random_punishment_random,0.9258333333333332
,<span style='font-size: 35px;'>fel</span>,,html-keyboard-response,852,2.1.0,749215,Mchoho,,,probe,j,incongruent,vertical_incon_2,0,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
647.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,857,2.1.0,751192,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,0,incongruent,random_punishment_random,0.9258333333333332
502.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,862,2.1.0,753139,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
623.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,867,2.1.0,755159,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
643.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,872,2.1.0,757300,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
488.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,877,2.1.0,759290,Mchoho,,,probe,g,congruent,horizontal_con_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
550.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,882,2.1.0,761307,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
442.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,887,2.1.0,763217,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
650.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,892,2.1.0,765260,Mchoho,,,probe,j,incongruent,vertical_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
688.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,897,2.1.0,767414,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
575.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,902,2.1.0,769362,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
663.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,907,2.1.0,771376,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
658.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,912,2.1.0,773446,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
594.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,917,2.1.0,775430,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
556.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,922,2.1.0,777446,Mchoho,,,probe,n,incongruent,vertical_incon_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
682.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,927,2.1.0,779637,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
435.0,<span style='font-size: 35px;'>fel</span>,j,html-keyboard-response,932,2.1.0,781535,Mchoho,,,probe,j,congruent,vertical_con_2,1,,,,neutral,0,1,incongruent,random_punishment_random,0.9258333333333332
419.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,937,2.1.0,783311,Mchoho,,,probe,f,congruent,horizontal_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
390.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,942,2.1.0,785043,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
588.0,<span style='font-size: 35px;'>bal</span>,f,html-keyboard-response,947,2.1.0,787042,Mchoho,,,probe,f,incongruent,horizontal_incon_2,1,,,,neutral,0,1,congruent,random_punishment_random,0.9258333333333332
388.0,<span style='font-size: 35px;'>le</span>,n,html-keyboard-response,952,2.1.0,788841,Mchoho,,,probe,n,congruent,vertical_con_1,1,,,,monetary_loss,1,1,incongruent,random_punishment_random,0.9258333333333332
754.0,<span style='font-size: 35px;'>jobb</span>,g,html-keyboard-response,957,2.1.0,791032,Mchoho,,,probe,g,incongruent,horizontal_incon_1,1,,,,monetary_loss,1,1,congruent,random_punishment_random,0.9258333333333332
